1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES
1353,Louisiana,LA,03,n/a,,,,,District Votes:,,n/a,,,,n/a,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1354,Louisiana,LA,04,H8LA04225,,John,Fleming,"Fleming, John",,R,14500,35.1387374288138%,43012,55.5588565818877%,44501,48.0717711619064%,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1355,Louisiana,LA,04,H8LA04258,,"""Chris""",Gorman,"Gorman, ""Chris""",,R,14072,34.1015388343633%,34405,44.4411434181123%,,,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1356,Louisiana,LA,04,H8LA04266,,"""Jeff""",Thompson,"Thompson, ""Jeff""",,R,12693,30.759723736823%,,,,,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1357,Louisiana,LA,04,n/a,,,,,Party Votes:,R,41265,,77417,,,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1358,Louisiana,LA,04,H8LA04241,,Paul J.,Carmouche,"Carmouche, Paul J.",,D,36936,48.1194387628812%,93093,61.9913298839323%,44151,47.6936870760057%,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1359,Louisiana,LA,04,H8LA04233,,Willie,Banks,"Banks, Willie",,D,17621,22.9562657147696%,57078,38.0086701160677%,,,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1360,Louisiana,LA,04,H2LA04103,,John,Milkovich,"Milkovich, John",,D,16137,21.0229419351477%,,,,,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1361,Louisiana,LA,04,H6LA04054,,"Artis ""Doc""",Cash,"Cash, Artis ""Doc""",,D,6065,7.9013535872015%,,,,,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1362,Louisiana,LA,04,n/a,,,,,Party Votes:,D,76759,,150171,,,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1363,Louisiana,LA,04,H6LA04088,,"Chester T. ""Catfish""",Kelley,"Kelley, Chester T. ""Catfish""",,NPA,n/a,,,,3245,3.50537959642224%,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1364,Louisiana,LA,04,H8LA04274,,Gerard J.,Bowen,"Bowen, Gerard J.",,OTH,n/a,,,,675,0.729162165665644%,,,,,Democratic and Republican Runoffs on 11/04/08; General Election on 12/06/08
1365,Louisiana,LA,04,n/a,,,,,District Votes:,,118024,,227588,,92572,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1366,Louisiana,LA,05,H2LA05084,(I),Rodney,Alexander,"Alexander, Rodney",,R,27819,89.6750693056541%,,,Unopposed,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1367,Louisiana,LA,05,H8LA05081,,Andrew,Clack,"Clack, Andrew",,R,3203,10.3249306943459%,,,,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1368,Louisiana,LA,05,n/a,,,,,Party Votes:,R,31022,,,,,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1369,Louisiana,LA,05,n/a,,,,,District Votes:,,31022,,,,,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1370,Louisiana,LA,06,H8LA00017,,"William ""Bill""",Cassidy,"Cassidy, William ""Bill""",,R,Unopposed,,,,150332,48.1191744340879%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1371,Louisiana,LA,06,H8LA06022,,"""Don""",Cazayoux,"Cazayoux, ""Don""",,D,Unopposed,,,,125886,40.2943511215815%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1372,Louisiana,LA,06,H8LA06030,,Michael,Jackson,"Jackson, Michael",,NPA,n/a,,,,36198,11.5864744443306%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1373,Louisiana,LA,06,n/a,,,,,District Votes:,,,,,,312416,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1374,Louisiana,LA,07,H4LA07029,(I),"Charles W., Jr.",Boustany,"Boustany, Charles W., Jr.",,R,Unopposed,,,,177173,61.8839045892581%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1375,Louisiana,LA,07,H8LA07046,,"Donald ""Don,"" Jr.",Cravins,"Cravins, Donald ""Don,"" Jr.",,D,Unopposed,,,,98280,34.3277482631794%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1376,Louisiana,LA,07,H8LA07038,,Peter,Vidrine,"Vidrine, Peter",,OTH,n/a,,,,10846,3.78834714756251%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1377,Louisiana,LA,07,n/a,,,,,District Votes:,,,,,,286299,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1378,Louisiana,LA,H,n/a,,,,,Total House Votes:,,270375,,391214,,1046176,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1379,Louisiana,LA,S,S6LA00227,(I),Mary,Landrieu,"Landrieu, Mary",,D,Unopposed,,,,988298,52.1096461303382%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1380,Louisiana,LA,S,S4LA00065,,John,Kennedy,"Kennedy, John",,R,Unopposed,,,,867177,45.7233411403932%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1381,Louisiana,LA,S,S4LA00081,,Richard,Fontanesi,"Fontanesi, Richard",,LBT,Unopposed,,,,18590,0.980188487240677%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1382,Louisiana,LA,S,S8LA00090,,"""Jay""",Patel,"Patel, ""Jay""",,NPA,n/a,,,,13729,0.723884224923467%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1383,Louisiana,LA,S,S8LA00082,,Robert,Stewart,"Stewart, Robert",,OTH,n/a,,,,8780,0.462940017104526%,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1384,Louisiana,LA,S,n/a,,,,,Total Senate Votes:,,n/a,,,,1896574,,,,,,"*  Because of Hurricane Gustav, the primary elections originally scheduled for September 6, 2008, were moved to October 4, 2008, with primary runoff elections held on November 4, 2008 (if necessary).  December 6, 2008, was the general election date for those districts that had a November 4, 2008, primary runoff election.  "
1385,Maine,ME,01,H8ME01120,,Chellie,Pingree,"Pingree, Chellie",,D,24324,43.9204073525694%,,,205629,54.8989611783457%,,,,,
1386,Maine,ME,01,H8ME01146,,Adam Roland,Cote,"Cote, Adam Roland",,D,15706,28.3593947491965%,,,,,,,,,
1387,Maine,ME,01,H8ME01138,,Michael F.,Brennan,"Brennan, Michael F.",,D,6040,10.9060705644433%,,,,,,,,,
1388,Maine,ME,01,H8ME01161,,Ethan King,Strimling,"Strimling, Ethan King",,D,5833,10.5323029143043%,,,,,,,,,
1389,Maine,ME,01,H8ME01153,,Mark W.,Lawrence,"Lawrence, Mark W.",,D,2726,4.92217688057492%,,,,,,,,,
1390,Maine,ME,01,H8ME01187,,Stephen J.,Meister,"Meister, Stephen J.",,D,753,1.35964753891156%,,,,,,,,,
1391,Maine,ME,01,n/a,,,,,Party Votes:,D,55382,,,,,,,,,,
1392,Maine,ME,01,H4ME01111,,Charles E.,Summers,"Summers, Charles E.",,R,21154,59.7536862324163%,,,168930,45.1010388216543%,,,,,
1393,Maine,ME,01,H8ME01179,,C. Peter,Scontras,"Scontras, C. Peter",,R,14248,40.2463137675838%,,,,,,,,,
1394,Maine,ME,01,n/a,,,,,Party Votes:,R,35402,,,,,,,,,,
1395,Maine,ME,01,n/a,,,,,District Votes:,,90784,,,,374559,,,,,,
1396,Maine,ME,02,H2ME02097,(I),Michael H.,Michaud,"Michaud, Michael H.",,D,27873,100%,,,226274,67.4353732170637%,,,,,
1397,Maine,ME,02,n/a,,,,,Party Votes:,D,27873,,,,,,,,,,
1398,Maine,ME,02,H8ME02128,,John N.,Frary,"Frary, John N.",,R,17741,100%,,,109268,32.5646267829363%,,,,,
1399,Maine,ME,02,n/a,,,,,Party Votes:,R,17741,,,,,,,,,,
1400,Maine,ME,02,n/a,,,,,District Votes:,,45614,,,,335542,,,,,,
1401,Maine,ME,H,n/a,,,,,Total House Votes:,,136398,,,,710101,,,,,,
1402,Maine,ME,S,S6ME00159,(I),Susan M.,Collins,"Collins, Susan M.",,R,56304,99.9662660014559%,,,444300,61.3309774581395%,,,,,
1403,Maine,ME,S,S8ME00122,,Edward L.,Cohen,"Cohen, Edward L.",,W(R),19,0.0337339985441116%,,,,,,,,,
1404,Maine,ME,S,n/a,,,,,Party Votes:,R,56323,,,,,,,,,,
1405,Maine,ME,S,S8ME00080,,Thomas H.,Allen,"Allen, Thomas H.",,D,69932,85.5678050093604%,,,279510,38.5834380133346%,,,,,
1406,Maine,ME,S,S8ME00106,,Thomas J.,Ledue,"Ledue, Thomas J.",,D,11795,14.4321949906396%,,,,,,,,,
1407,Maine,ME,S,n/a,,,,,Party Votes:,D,81727,,,,,,,,,,
1408,Maine,ME,S,n/a,,,Others,Others,,W,,,,,620,0.0855845285258755%,,,,,
1409,Maine,ME,S,n/a,,,,,Total Senate Votes:,,138050,,,,724430,,,,,,
1410,Maryland,MD,01,H8MD01086,,"Frank M., Jr.",Kratovil,"Kratovil, Frank M., Jr.",,D,28566,40.168740771989%,,,177065,49.119229915668%,,,,,
1411,Maryland,MD,01,H6MD01205,,Christopher Robert,Robinson,"Robinson, Christopher Robert",,D,21892,30.783941503199%,,,,,,,,,
1412,Maryland,MD,01,H8MD01136,,Steve,Harper,"Harper, Steve",,D,11904,16.739084581312%,,,,,,,,,
1413,Maryland,MD,01,H8MD01144,,Joseph,Werner,"Werner, Joseph",,D,8753,12.3082331435%,,,,,,,,,
1414,Maryland,MD,01,n/a,,,,,Party Votes:,D,71115,,,,,,,,,,
1415,Maryland,MD,01,H8MD01094,,Andy,Harris,"Harris, Andy",,R,33627,43.4378794533289%,,,174213,48.3280625832224%,,,,,
1416,Maryland,MD,01,H8MD01037,(I),Wayne T.,Gilchrest,"Gilchrest, Wayne T.",,R,25624,33.0999560802956%,,,,,,,,,
1417,Maryland,MD,01,H8MD01128,,E. J. ,Pipkin,"Pipkin, E. J. ",,R,15700,20.2805694060506%,,,,,,,,,
1418,Maryland,MD,01,H8MD01102,,Joe,Arminio,"Arminio, Joe",,R,1277,1.64957242875966%,,,,,,,,,
1419,Maryland,MD,01,H8MD01151,,Robert Joseph,Banks,"Banks, Robert Joseph",,R,1186,1.53202263156535%,,,,,,,,,
1420,Maryland,MD,01,n/a,,,,,Party Votes:,R,77414,,,,,,,,,,
1421,Maryland,MD,01,H8MD01169,,Richard James,Davis,"Davis, Richard James",,LBT,n/a,,,,8873,2.4614403018198%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk."
1422,Maryland,MD,01,n/a,,,Scattered,Scattered,,W,,,,,329,0.0912671992898358%,,,,,
1423,Maryland,MD,01,n/a,,,,,District Votes:,,148529,,,,360480,,,,,,
1424,Maryland,MD,02,H2MD02160,(I),C. A. Dutch,Ruppersberger,"Ruppersberger, C. A. Dutch",,D,60632,100%,,,198578,71.861847843001%,,,,,
1425,Maryland,MD,02,n/a,,,,,Party Votes:,D,60632,,,,,,,,,,
1426,Maryland,MD,02,H8MD02084,,Richard Pryce,Matthews,"Matthews, Richard Pryce",,R,15451,100%,,,68561,24.8110070096586%,,,,,
1427,Maryland,MD,02,n/a,,,,,Party Votes:,R,15451,,,,,,,,,,
1428,Maryland,MD,02,H8MD02092,,Lorenzo,Gaztanaga,"Gaztanaga, Lorenzo",,LBT,n/a,,,,8786,3.17949720084101%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk."
1429,Maryland,MD,02,n/a,,,Scattered,Scattered,,W,,,,,408,0.147647946499332%,,,,,
1430,Maryland,MD,02,n/a,,,,,District Votes:,,76083,,,,276333,,,,,,
1431,Maryland,MD,03,H6MD03292,(I),John P.,Sarbanes,"Sarbanes, John P.",,D,86598,89.0815948648315%,,,203711,69.6571698216435%,,,,,
1432,Maryland,MD,03,H4MD03073,,John M.,Rea,"Rea, John M.",,D,10614,10.9184051351685%,,,,,,,,,
1433,Maryland,MD,03,n/a,,,,,Party Votes:,D,97212,,,,,,,,,,
1434,Maryland,MD,03,H8MD03082,,"Thomas E. ""Pinkston""",Harris,"Harris, Thomas E. ""Pinkston""",,R,10346,38.9005865543691%,,,87971,30.0809032716927%,,,,,
1435,Maryland,MD,03,H8MD03108,,John,Stafford,"Stafford, John",,R,8576,32.2454504436757%,,,,,,,,,
1436,Maryland,MD,03,H8MD03090,,Christopher,Panasuk,"Panasuk, Christopher",,R,3953,14.8631373138818%,,,,,,,,,
1437,Maryland,MD,03,H6MD03391,,Paul,Spause,"Spause, Paul",,R,3721,13.9908256880734%,,,,,,,,,
1438,Maryland,MD,03,n/a,,,,,Party Votes:,R,26596,,,,,,,,,,
1439,Maryland,MD,03,n/a,,,Scattered,Scattered,,W,,,,,766,0.261926906663749%,,,,,
1440,Maryland,MD,03,n/a,,,,,District Votes:,,123808,,,,292448,,,,,,
1441,Maryland,MD,04,H6MD04183,,Donna,Edwards,"Edwards, Donna #",,D,78008,58.8588588588589%,,,258704,85.8252800806818%,,,,,"# Donna Edwards was elected in a special election to fill the remainder of Albert Wynn's term and was sworn into office on June 17, 2008."
1442,Maryland,MD,04,H2MD05361,(I),Albert R.,Wynn,"Wynn, Albert R.",,D,48885,36.8848748245733%,,,,,,,,,
1443,Maryland,MD,04,H8MD04122,,George E.,Mitchell,"Mitchell, George E.",,D,1737,1.31060708950156%,,,,,,,,,
1444,Maryland,MD,04,H8MD04130,,Jason,Jennings,"Jennings, Jason",,D,1429,1.07821389228424%,,,,,,,,,
1445,Maryland,MD,04,H8MD04148,,Michael,Babula,"Babula, Michael",,D,1429,1.07821389228424%,,,,,,,,,
1446,Maryland,MD,04,H4MD04071,,George E.,McDermott,"McDermott, George E.",,D,1046,0.789231442497774%,,,,,,,,,
1447,Maryland,MD,04,n/a,,,,,Party Votes:,D,132534,,,,,,,,,,
1448,Maryland,MD,04,H8MD04163,,Peter,James,"James, Peter",,R,4912,39.0398982673661%,,,38739,12.8516974033859%,,,,,
1449,Maryland,MD,04,H6MD04191,,Michael Moshe,Starkman,"Starkman, Michael Moshe",,R,3200,25.4331584803688%,,,,,,,,,
1450,Maryland,MD,04,H8MD04155,,Robert,Broadus,"Broadus, Robert",,R/W,2748,21.8407248450167%,,,48,0.0159240423181425%,,,,,
1451,Maryland,MD,04,H8MD04171,,Vincent,Martorano,"Martorano, Vincent",,R,1722,13.6862184072484%,,,,,,,,,
1452,Maryland,MD,04,n/a,,,,,Party Votes:,R,12582,,,,,,,,,,
1453,Maryland,MD,04,H8MD04189,,Thibeaux,Lincecum,"Lincecum, Thibeaux",,LBT,n/a,G,,,3384,1.12264498342904%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk."
1454,Maryland,MD,04,n/a,,,Scattered,Scattered,,W,,,,,453,0.150283149377469%,,,,,
1455,Maryland,MD,04,H8MD04205,,Steve,Schulin,"Schulin, Steve",,W,n/a,G,,,75,0.0248813161220976%,,,,,
1456,Maryland,MD,04,H8MD04197,,"Darryn O'Shea, Sr.",Jackson,"Jackson, Darryn O'Shea, Sr.",,W,n/a,G,,,28,0.0092890246855831%,,,,,
1457,Maryland,MD,04,n/a,,,,,District Votes:,,145116,,,,301431,,,,,,
1458,Maryland,MD,05,H2MD05155,(I),Steny H.,Hoyer,"Hoyer, Steny H.",,D,90513,82.599926993977%,,,253854,73.6468315099611%,,,,,
1459,Maryland,MD,05,H8MD05079,,"James Patrick, Sr.",Cusick,"Cusick, James Patrick, Sr.",,D,19067,17.400073006023%,,,,,,,,,
1460,Maryland,MD,05,n/a,,,,,Party Votes:,D,109580,,,,,,,,,,
1461,Maryland,MD,05,H8MD05087,,Collins,Bailey,"Bailey, Collins",,R,12382,44.0217584527323%,,,82631,23.9724855015071%,,,,,
1462,Maryland,MD,05,H8MD05103,,Mike,Hethmon,"Hethmon, Mike",,R,8126,28.8903900167099%,,,,,,,,,
1463,Maryland,MD,05,H8MD05095,,Jesse James,Dann,"Dann, Jesse James",,R,7619,27.0878515305578%,,,,,,,,,
1464,Maryland,MD,05,n/a,,,,,Party Votes:,R,28127,,,,,,,,,,
1465,Maryland,MD,05,H8MD05111,,Darlene H.,Nicholas,"Nicholas, Darlene H.",,LBT,n/a,,,,7829,2.27130966575861%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk."
1466,Maryland,MD,05,n/a,,,Scattered,Scattered,,W,,,,,377,0.10937332277315%,,,,,
1467,Maryland,MD,05,n/a,,,,,District Votes:,,137707,,,,344691,,,,,,
1468,Maryland,MD,06,H2MD06054,(I),Roscoe,Bartlett,"Bartlett, Roscoe",,R,51635,77.6396114636274%,,,190926,57.7627180177591%,,,,,
1469,Maryland,MD,06,H6MD06147,,Joseph T.,Krysztoforski,"Krysztoforski, Joseph T.",,R,5686,8.54960454695817%,,,,,,,,,
1470,Maryland,MD,06,H8MD06101,,Tom,Croft,"Croft, Tom",,R,4895,7.36023817399934%,,,,,,,,,
1471,Maryland,MD,06,H8MD06119,,John B.,Kimble,"Kimble, John B.",,R,3433,5.16194027606532%,,,,,,,,,
1472,Maryland,MD,06,H8MD00021,,Frank K.,Nethken,"Nethken, Frank K.",,R,857,1.28860553934983%,,,,,,,,,
1473,Maryland,MD,06,n/a,,,,,Party Votes:,R,66506,,,,,,,,,,
1474,Maryland,MD,06,H8MD06069,,Jennifer P.,Dougherty,"Dougherty, Jennifer P.",,D,25967,44.1765906771011%,,,128207,38.7877229340312%,,,,,
1475,Maryland,MD,06,H6MD06121,,Andrew,Duck,"Duck, Andrew",,D,21629,36.7965294317795%,,,,,,,,,
1476,Maryland,MD,06,H8MD06077,,Robin L.,Deibert,"Deibert, Robin L.",,D,5800,9.86730180333447%,,,,,,,,,
1477,Maryland,MD,06,H8MD06093,,Larry John,Smith,"Smith, Larry John",,D,4162,7.08063967335829%,,,,,,,,,
1478,Maryland,MD,06,H8MD06085,,Rick,Lank,"Lank, Rick",,D,1222,2.07893841442668%,,,,,,,,,
1479,Maryland,MD,06,n/a,,,,,Party Votes:,D,58780,,,,,,,,,,
1480,Maryland,MD,06,H8MD06127,,"Gary W., Sr.",Hoover,"Hoover, Gary W., Sr.",,LBT,n/a,G,,,11060,3.34609042915274%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk."
1481,Maryland,MD,06,n/a,,,Scattered,Scattered,,W,,,,,342,0.103468619056983%,,,,,
1482,Maryland,MD,06,n/a,,,,,District Votes:,,125286,,,,330535,,,,,,
1483,Maryland,MD,07,H6MD07160,(I),Elijah,Cummings,"Cummings, Elijah",,D,98027,93.0497679142659%,,,227379,79.497587581288%,,,,,
1484,Maryland,MD,07,H0MD07056,,Charles U.,Smith,"Smith, Charles U.",,D/W,7322,6.95023208573408%,,,8,0.00279700720229355%,,,,,
1485,Maryland,MD,07,n/a,,,,,Party Votes:,D,105349,,,,,,,,,,
1486,Maryland,MD,07,H8MD07059,,Michael T.,Hargadon,"Hargadon, Michael T.",,R,10588,73.2074949872088%,,,53147,18.5815677225369%,,,,,
1487,Maryland,MD,07,H8MD07042,,Ray,Bly,"Bly, Ray",,R/W,3875,26.7925050127913%,,,13,0.00454513670372701%,,,,,
