#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
1334,Kentucky,KY,03,H4KY03202,,Corley,Everett,"Everett, Corley",,W,,,,,15,0.00457102457992284%,,,
1335,Kentucky,KY,03,,,,,,District Votes:,,48766,,,,328154,,,,
1336,Kentucky,KY,04,H2KY04071,,Geoff,Davis,"Davis, Geoff",,R,13957,58.0019116485891%,,,160982,54.3992268363482%,,,
1337,Kentucky,KY,04,H4KY04051,,Kevin L.,Murphy,"Murphy, Kevin L.",,R,7672,31.8829738602834%,,,,,,,
1338,Kentucky,KY,04,H4KY04093,,John Kelly,King,"King, John Kelly",,R,2434,10.1151144911275%,,,,,,,
1339,Kentucky,KY,04,,,,,,Party Votes:,R,24063,,,,,,,,
1340,Kentucky,KY,04,H4KY04085,,Nick,Clooney,"Clooney, Nick",,D,Unopposed,,,,129876,43.8878507199411%,,,
1341,Kentucky,KY,04,H4KY04101,,Michael E.,Slider,"Slider, Michael E.",,I,,,,,5069,1.71292244371078%,,,
1342,Kentucky,KY,04,,,,,,District Votes:,,24063,,,,295927,,,,
1343,Kentucky,KY,05,H0KY05015,(I),"Harold ""Hal""",Rogers,"Rogers, Harold ""Hal""",,R,26909,91.2943172179813%,,,177579,100%,,,
1344,Kentucky,KY,05,H2KY05136,,Billy Ray,Wilson,"Wilson, Billy Ray",,R,2566,8.70568278201866%,,,,,,,
1345,Kentucky,KY,05,,,,,,Party Votes:,R,29475,,,,,,,,
1346,Kentucky,KY,05,,,,,,District Votes:,,29475,,,,177579,,,,
1347,Kentucky,KY,06,H4KY06072,(I),Ben,Chandler,"Chandler, Ben",,D,Unopposed,,,,175355,58.6046247372308%,,,
1348,Kentucky,KY,06,H4KY06098,,Tom,Buford,"Buford, Tom",,R,8478,62.1508687046404%,,,119716,40.0097588038113%,,,
1349,Kentucky,KY,06,H4KY06106,,Bryan Samuel,Coffman,"Coffman, Bryan Samuel",,R,3526,25.8485448280918%,,,,,,,
1350,Kentucky,KY,06,H4KY06114,,Don,Swarthout,"Swarthout, Don",,R,1637,12.0005864672678%,,,,,,,
1351,Kentucky,KY,06,,,,,,Party Votes:,R,13641,,,,,,,,
1352,Kentucky,KY,06,H4KY06122,,Stacy,Abner,"Abner, Stacy",,CON,,,,,2388,0.798082996621181%,,,
1353,Kentucky,KY,06,H4KY06080,,Mark,Gailey,"Gailey, Mark",,LBT,,,,,1758,0.587533462336699%,,,
1354,Kentucky,KY,06,,,,,,District Votes:,,13641,,,,299217,,,,
1355,Kentucky,KY,H,,,,,,House Votes:,,148853,,,,1635243,,,,
1356,Kentucky,KY,S,S8KY00118,(I),Jim,Bunning,"Bunning, Jim",,R,96545,83.9959979119541%,,,873507,50.6568226393298%,,,
1357,Kentucky,KY,S,S6KY00021,,Barry,Metcalf,"Metcalf, Barry",,R,18395,16.0040020880459%,,,,,,,
1358,Kentucky,KY,S,,,,,,Party Votes:,R,114940,,,,,,,,
1359,Kentucky,KY,S,S4KY00059,,Daniel,Mongiardo,"Mongiardo, Daniel",,D,142162,64.9233453137202%,,,850855,49.3431773606702%,,,
1360,Kentucky,KY,S,S2KY00046,,David L.,Williams,"Williams, David L.",,D,76807,35.0766546862798%,,,,,,,
1361,Kentucky,KY,S,,,,,,Party Votes:,D,218969,,,,,,,,
1362,Kentucky,KY,S,,,,,,Senate Votes:,,333909,,,,1724362,,,,
1363,Kentucky,KY,,,,,,,Total State Votes:,,482762,,,,3359605,,,,
1364,Louisiana,LA,01,H4LA00016,,"""Bobby""",Jindal,"Jindal, ""Bobby""",,R,n/a,,,,225708,78.3988718187407%,,,
1365,Louisiana,LA,01,H4LA01105,,Roy,Armstrong,"Armstrong, Roy",,D,n/a,,,,19266,6.69197664442492%,,,
1366,Louisiana,LA,01,H4LA01113,,"M.V. ""Vinny""",Mendoza,"Mendoza, M.V. ""Vinny""",,D,n/a,,,,12779,4.43874024390667%,,,
1367,Louisiana,LA,01,H4LA01097,,Daniel,Zimmerman,"Zimmerman, Daniel",,D,n/a,,,,12135,4.2150491321549%,,,
1368,Louisiana,LA,01,H4LA01121,,"""Jerry""",Watts,"Watts, ""Jerry""",,D,n/a,,,,10034,3.48527424738709%,,,
1369,Louisiana,LA,01,H4LA01089,,"""Mike""",Rogers,"Rogers, ""Mike""",,R,n/a,,,,7975,2.77008791338569%,,,
1370,Louisiana,LA,01,,,,,,District Votes:,,,,,,287897,,,,
1371,Louisiana,LA,02,H0LA02119,(I),William J.,Jefferson,"Jefferson, William J.",,D,n/a,,,,173510,79.009321196501%,,,
1372,Louisiana,LA,02,H4LA02079,,"Arthur L. ""Art""",Schwertz,"Schwertz, Arthur L. ""Art""",,R,n/a,,,,46097,20.990678803499%,,,
1373,Louisiana,LA,02,,,,,,District Votes:,,,,,,219607,,,,
1374,Louisiana,LA,03,H4LA03028,,"""Charlie""",Melancon,"Melancon, ""Charlie""",,D,n/a,,,,63328,23.9316756103091%,57611,50.2481400399466%,
1375,Louisiana,LA,03,H4LA03069,,"W.J. ""Billy,"" III",Tauzin,"Tauzin, W.J. ""Billy,"" III",,R,n/a,,,,84680,32.0006046406167%,57042,49.7518599600534%,
1376,Louisiana,LA,03,H4LA03051,,Craig,Romero,"Romero, Craig",,R,n/a,,,,61132,23.1018063638425%,,,
1377,Louisiana,LA,03,H4LA03077,,Damon J.,Baldone,"Baldone, Damon J.",,D,n/a,,,,25783,9.74340563827375%,,,
1378,Louisiana,LA,03,H4LA03044,,Charmaine Degruise,Caccioppi,"Caccioppi, Charmaine Degruise",,D,n/a,,,,19347,7.31123875746353%,,,
1379,Louisiana,LA,03,H4LA03085,,Kevin D.,Chiasson,"Chiasson, Kevin D.",,R,n/a,,,,10350,3.91126898949437%,,,
1380,Louisiana,LA,03,,,,,,District Votes:,,,,,,264620,,114653,,
1381,Louisiana,LA,04,H8LA04134,(I),"""Jim""",McCrery,"McCrery, ""Jim""",,R,n/a,,,,Unopposed,,,,
1382,Louisiana,LA,04,,,,,,District Votes:,,,,,,,,,,
1383,Louisiana,LA,05,H2LA05084,(I),Rodney,Alexander,"Alexander, Rodney",,R,n/a,,,,141495,59.437445653772%,,,
1384,Louisiana,LA,05,H4LA05056,,"Zelma ""Tisa""",Blakes,"Blakes, Zelma ""Tisa""",,D,n/a,,,,58591,24.612172714938%,,,
1385,Louisiana,LA,05,H4LA05049,,"John W. ""Jock""",Scott,"Scott, John W. ""Jock""",,R,n/a,,,,37971,15.95038163129%,,,
1386,Louisiana,LA,05,,,,,,District Votes:,,,,,,238057,,,,
1387,Louisiana,LA,06,H6LA06083,(I),Richard H.,Baker,"Baker, Richard H.",,R,n/a,,,,189106,72.21396958021%,,,
1388,Louisiana,LA,06,H4LA06047,,Rufus Holt,"Craig, Jr.","Craig, Rufus Holt, Jr.",,D,n/a,,,,50732,19.3730453012766%,,,
1389,Louisiana,LA,06,H4LA06054,,"Edward Anthony ""Scott""",Galmon,"Galmon, Edward Anthony ""Scott""",,D,n/a,,,,22031,8.41298511851346%,,,
1390,Louisiana,LA,06,,,,,,District Votes:,,,,,,261869,,,,
1391,Louisiana,LA,07,H4LA07029,,"Charles, Jr.",Boustany,"Boustany, Charles, Jr.",,R,n/a,,,,105761,38.6084867777405%,75039,54.9607418041192%,
1392,Louisiana,LA,07,H4LA07045,,Willie Landry,Mount,"Mount, Willie Landry",,D,n/a,,,,69079,25.2175722442066%,61493,45.0392581958808%,
1393,Louisiana,LA,07,H4LA07052,,"""Don""",Cravins,"Cravins, ""Don""",,D,n/a,,,,67389,24.6006308134866%,,,
1394,Louisiana,LA,07,H6LA07073,,David,Thibodaux,"Thibodaux, David",,R,n/a,,,,26526,9.68342508359739%,,,
1395,Louisiana,LA,07,H4LA07060,,Malcolm R.,Carriere,"Carriere, Malcolm R.",,D,n/a,,,,5177,1.889885080969%,,,
1396,Louisiana,LA,07,,,,,,District Votes:,,,,,,273932,,136532,,
1397,Louisiana,LA,H,,,,,,House Votes:,,n/a,,,,1545982,,251185,,
1398,Louisiana,LA,S,S4LA00057,,David,Vitter,"Vitter, David",,R,n/a,,,,943014,51.0273498205682%,,,
1399,Louisiana,LA,S,S4LA00040,,"""Chris""",John,"John, ""Chris""",,D,n/a,,,,542150,29.3362322353868%,,,
1400,Louisiana,LA,S,S4LA00065,,John,Kennedy,"Kennedy, John",,D,n/a,,,,275821,14.9249265173783%,,,
1401,Louisiana,LA,S,S4LA00073,,Arthur A.,Morrell,"Morrell, Arthur A.",,D,n/a,,,,47222,2.55522559922427%,,,
1402,Louisiana,LA,S,S4LA00081,,Richard M.,Fontanesi,"Fontanesi, Richard M.",,O,n/a,,,,15097,0.816912474513759%,,,
1403,Louisiana,LA,S,S4LA00099,,"R.A. ""Skip""",Galan,"Galan, R.A. ""Skip""",,O,n/a,,,,12463,0.674384326016095%,,,
1404,Louisiana,LA,S,S6LA00276,,Sam Houston,"Melton, Jr.","Melton, Sam Houston, Jr.",,D,n/a,,,,12289,0.664969026912604%,,,
1405,Louisiana,LA,S,,,,,,Senate Votes:,,n/a,,,,1848056,,,,
1406,Louisiana,LA,,,,,,,Total State Votes:,,n/a,,,,3394038,,251185,,10
1407,Maine,ME,01,H6ME01157,(I),Thomas H.,Allen,"Allen, Thomas H.",,D,34524,100%,,,219077,59.7363254621803%,,,
1408,Maine,ME,01,,,,,,Party Votes:,D,34524,,,,,,,,
1409,Maine,ME,01,H4ME01111,,"Charles E., Jr.",Summers,"Summers, Charles E., Jr.",,R,29944,100%,,,147663,40.2636745378197%,,,
1410,Maine,ME,01,,,,,,Party Votes:,R,29944,,,,,,,,
1411,Maine,ME,01,,,,,,District Votes:,,64468,,,,366740,,,,
1412,Maine,ME,02,H2ME02097,(I),Michael H.,Michaud,"Michaud, Michael H.",,D,30609,100%,,,199303,58.0320641982786%,,,
1413,Maine,ME,02,,,,,,Party Votes:,D,30609,,,,,,,,
1414,Maine,ME,02,H4ME02176,,Brian N.,Hamel,"Hamel, Brian N.",,R,23832,100%,,,135547,39.4679066842148%,,,
1415,Maine,ME,02,,,,,,Party Votes:,R,23832,,,,,,,,
1416,Maine,ME,02,H4ME02184,,Carl,Cooley,"Cooley, Carl",,U (SEP),,,,,8586,2.50002911750661%,,,
1417,Maine,ME,02,,,,,,District Votes:,,54441,,,,343436,,,,
1418,Maine,ME,H,,,,,,House Votes:,,118909,,,,710176,,,,
1419,Maine,ME,,,,,,,Total State Votes:,,118909,,,,710176,,,,
1420,Maryland,MD,01,H8MD01037,(I),Wayne T. ,Gilchrest,"Gilchrest, Wayne T. ",,R,23590,61.9192608535881%,,,245149,75.7741263453324%,,,
1421,Maryland,MD,01,H0MD01042,,Richard F.,Colburn,"Colburn, Richard F.",,R,14508,38.0807391464119%,,,,,,,
1422,Maryland,MD,01,,,,,,Party Votes:,R,38098,,,,,,,,
1423,Maryland,MD,01,H2MD01113,,Ann D.,Tamlyn,"Tamlyn, Ann D.",,D,14492,36.524018347699%,,,,,,,
1424,Maryland,MD,01,H4MD01085,,Kostas ,Alexakis ,"Alexakis, Kostas ",,D,10106,25.4700337718635%,,,77872,24.0697810995098%,,,11
1425,Maryland,MD,01,H6MD01114,,Steven R.,Eastaugh,"Eastaugh, Steven R.",,D,7816,19.6985735168103%,,,,,,,
1426,Maryland,MD,01,H4MD01077,,Harry E.,Sampson,"Sampson, Harry E.",,D,7264,18.3073743636272%,,,,,,,
1427,Maryland,MD,01,,,,,,Party Votes:,D,39678,,,,,,,,
1428,Maryland,MD,01,,,,Scattered,Scattered,,W,,,,,505,0.156092555157854%,,,
1429,Maryland,MD,01,,,,,,District Votes:,,77776,,,,323526,,,,
1430,Maryland,MD,02,H2MD02160,(I),C.A. Dutch ,Ruppersberger,"Ruppersberger, C.A. Dutch ",,D,41509,100%,,,164751,66.6212418366728%,,,
1431,Maryland,MD,02,,,,,,Party Votes:,D,41509,,,,,,,,
1432,Maryland,MD,02,H4MD02125,,Jane ,Brooks,"Brooks, Jane ",,R,6751,51.715949134365%,,,75812,30.6565033664247%,,,
1433,Maryland,MD,02,H4MD02133,,Dave ,Harvilicz,"Harvilicz, Dave ",,R,3515,26.9266125325571%,,,,,,,
1434,Maryland,MD,02,H4MD02141,,Michael J.,Littleton,"Littleton, Michael J.",,R,2788,21.357438333078%,,,,,,,
1435,Maryland,MD,02,,,,,,Party Votes:,R,13054,,,,,,,,
1436,Maryland,MD,02,H4MD02158,,Keith,Salkowski,"Salkowski, Keith",,GRN,,,,,6508,2.63167472047555%,,,
1437,Maryland,MD,02,,,,Scattered,Scattered,,W,,,,,224,0.0905800764269395%,,,
1438,Maryland,MD,02,,,,,,District Votes:,,54563,,,,247295,,,,
1439,Maryland,MD,03,H6MD03177,(I),Benjamin L.,Cardin,"Cardin, Benjamin L.",,D,54398,89.8234837601757%,,,182066,63.3892604597885%,,,
1440,Maryland,MD,03,H8MD04064,,John,Rea,"Rea, John",,D,6163,10.1765162398243%,,,,,,,
1441,Maryland,MD,03,,,,,,Party Votes:,D,60561,,,,,,,,
1442,Maryland,MD,03,H4MDO3057,,Robert P.,Duckworth,"Duckworth, Robert P.",,R,12242,77.9645904980257%,,,97008,33.7749243608536%,,,
1443,Maryland,MD,03,H4MD03099,,Rick,Hoover,"Hoover, Rick",,R,2215,14.1064832505413%,,,,,,,
1444,Maryland,MD,03,H4MD03081,,Armand F.,Girard,"Girard, Armand F.",,R,1245,7.92892625143294%,,,,,,,
1445,Maryland,MD,03,,,,,,Party Votes:,R,15702,,,,,,,,
1446,Maryland,MD,03,H4MD03107,,Patsy,Allen,"Allen, Patsy",,GRN,,,,,7895,2.74877358392028%,,,
1447,Maryland,MD,03,,,,Scattered,Scattered,,W,,,,,250,0.0870415954376277%,,,
1448,Maryland,MD,03,,,,,,District Votes:,,76263,,,,287219,,,,
1449,Maryland,MD,04,H2MD05361,(I),Albert R.,Wynn,"Wynn, Albert R.",,D,48643,83.9961319956485%,,,196809,75.1580997479569%,,,
1450,Maryland,MD,04,H4MD04071,,George E.,McDermott,"McDermott, George E.",,D,9268,16.0038680043515%,,,,,,,
1451,Maryland,MD,04,,,,,,Party Votes:,D,57911,,,,,,,,
1452,Maryland,MD,04,H4MD04055,,John,McKinnis,"McKinnis, John",,R,2258,31.9694180942942%,,,52907,20.2043076453067%,,,
1453,Maryland,MD,04,H4MD04063,,Roscoe M.,Moore Jr. ,"Moore, Roscoe M., Jr.",,R,1578,22.3417811128416%,,,,,,,
1454,Maryland,MD,04,H6MD04175,,John B.,Kimble,"Kimble, John B.",,R,1131,16.0130256265043%,,,,,,,
1455,Maryland,MD,04,H4MD04097,,Patrick A. ,Schaeffer Jr. ,"Schaeffer, Patrick A., Jr.",,R,805,11.3974231912785%,,,,,,,
1456,Maryland,MD,04,H4MD04089,,"William R. ""Bill""",Bernetich,"Bernetich, William R. ""Bill""",,R,673,9.52852895370239%,,,,,,,
1457,Maryland,MD,04,H2MD04190,,Floyd W. ,Anderson Jr.,"Anderson, Floyd W., Jr. ",,R,618,8.74982302137902%,,,,,,,
1458,Maryland,MD,04,,,,,,Party Votes:,R,7063,,,,,,,,
1459,Maryland,MD,04,H4MD04105,,Theresa Mitchell,Dudley,"Dudley, Theresa Mitchell",,GRN,,,,,11885,4.53868479340105%,,,
1460,Maryland,MD,04,,,,Scattered,Scattered,,W,,,,,253,0.0966165126403422%,,,
1461,Maryland,MD,04,,,John B.,Kimble,"Kimble, John B.",,W,,,,,6,0.00229130069502788%,,,
1462,Maryland,MD,04,,,,,,District Votes:,,64974,,,,261860,,,,
1463,Maryland,MD,05,H2MD05155,(I),Steny H.,Hoyer,"Hoyer, Steny H.",,D,49218,100%,,,204867,68.6701191613455%,,,
1464,Maryland,MD,05,,,,,,Party Votes:,D,49218,,,,,,,,
1465,Maryland,MD,05,H4MD05110,,Brad,Jewitt,"Jewitt, Brad",,R,5545,37.4966188801731%,,,87189,29.2251998592187%,,,
1466,Maryland,MD,05,H2MD05452,,Joseph T.,Crawford,"Crawford, Joseph T.",,R,4992,33.7571003516365%,,,,,,,
1467,Maryland,MD,05,H4MD05128,,Patrick Edward,Flaherty ,"Flaherty, Patrick Edward",,R,4251,28.7462807681904%,,,,,,,
1468,Maryland,MD,05,,,,,,Party Votes:,R,14788,,,,,,,,
1469,Maryland,MD,05,H2MD05445,,Bob S.,Auerbach,"Auerbach, Bob S.",,GRN,,,,,4224,1.41585801196641%,,,
1470,Maryland,MD,05,H4MD05136,,Steve,Krukar,"Krukar, Steve",,CON,,,,,1849,0.619773073893442%,,,
1471,Maryland,MD,05,,,,Scattered,Scattered,,W,,,,,206,0.0690498935760135%,,,
1472,Maryland,MD,05,,,,,,District Votes:,,64006,,,,298335,,,,
1473,Maryland,MD,06,H2MD06054,(I),Roscoe G.,Bartlett,"Bartlett, Roscoe G.",,R,31867,70.2721178442269%,,,206076,67.3765844822908%,,,
1474,Maryland,MD,06,H4MD06118,,Scott L.,Rolle,"Rolle, Scott L.",,R,13481,29.7278821557731%,,,,,,,
1475,Maryland,MD,06,,,,,,Party Votes:,R,45348,,,,,,,,
1476,Maryland,MD,06,H8MD02050,,Kenneth T.,Bosley ,"Bosley, Kenneth T.",,D,7704,22.9278890509211%,,,90108,29.4608264646551%,,,
1477,Maryland,MD,06,H4MD06100,,Rodney D.,Fox,"Fox, Rodney D.",,D,6716,19.9875003720127%,,,,,,,
1478,Maryland,MD,06,H2MD06112,,Kevin M.,Shaffer,"Shaffer, Kevin M.",,D,5739,17.0798488140234%,,,,,,,
1479,Maryland,MD,06,H4MD06126,,James Daniel,Benson,"Benson, James Daniel",,D,5524,16.4399869051516%,,,,,,,
1480,Maryland,MD,06,H4MD06134,,Richard,Nacewicz,"Nacewicz, Richard",,D,4911,14.6156364393917%,,,,,,,
1481,Maryland,MD,06,H4MD06159,,Ty,Unglebower ,"Unglebower, Ty",,D,2026,6.02958245290319%,,,,,,,
1482,Maryland,MD,06,H4MD06142,,Robert J.,Rhudy,"Rhudy, Robert J.",,D,981,2.91955596559626%,,,,,,,
1483,Maryland,MD,06,,,,,,Party Votes:,D,33601,,,,,,,,
1484,Maryland,MD,06 ,H4MD06175,,Gregory J.,Hemingway,"Hemingway, Gregory J.",,GRN,,,,,9324,3.04848344160833%,,,
1485,Maryland,MD,06,,,,Scattered,Scattered,,W,,,,,349,0.114105611445872%,,,
1486,Maryland,MD,06,,,,,,District Votes:,,78949,,,,305857,,,,
1487,Maryland,MD,07,H6MD07160,(I),Elijah E.,Cummings,"Cummings, Elijah E.",,D,53015,91.4256643730491%,,,179189,73.3830774460139%,,,
1488,Maryland,MD,07,H2MD06096,,Charles Curtis,McPeek Sr.,"McPeek, Charles Curtis, Sr.",,D,4972,8.57433562695087%,,,,,,,
1489,Maryland,MD,07,,,,,,Party Votes:,D,57987,,,,,,,,
1490,Maryland,MD,07,H4MD07033,,Tony,Salazar,"Salazar, Tony",,R,4815,52.1838083884253%,,,60102,24.6135070828027%,,,
1491,Maryland,MD,07,H6MD07376,,Joseph E. ,Ward,"Ward, Joseph E. ",,R,3960,42.9175246559012%,,,,,,,
1492,Maryland,MD,07,H4MD07041,,Almaajid Muhammad,El,"Muhammad El, Almaajid ",,R,452,4.89866695567357%,,,,,,,
1493,Maryland,MD,07,,,,,,Party Votes:,R,9227,,,,,,,,
1494,Maryland,MD,07,H4MD07058,,Virginia T.,Rodino,"Rodino, Virginia T.",,GRN,,,,,4727,1.93584319956754%,,,
1495,Maryland,MD,07,,,,Scattered,Scattered,,W,,,,,165,0.0675722716159602%,,,
1496,Maryland,MD,07,,,,,,District Votes:,,67214,,,,244183,,,,
1497,Maryland,MD,08,H2MD08126,(I),Chris,Van Hollen,"Van Hollen, Chris",,D,67805,91.0916760707185%,,,215129,74.7806590656285%,,,
1498,Maryland,MD,08,H8MD08149,,Deborah A.,Vollmer,"Vollmer, Deborah A.",,D,4847,6.51163415551615%,,,,,,,
1499,Maryland,MD,08,H6MD08366,,Lih,Young,"Young, Lih",,D/W,1784,2.39668977376538%,,,79,0.0274610678531702%,,,
1500,Maryland,MD,08,,,,,,Party Votes:,D,74436,,,,,,,,
1501,Maryland,MD,08,H4MD08163,,Chuck,Floyd,"Floyd, Chuck",,R,8778,57.2266770975944%,,,71989,25.0239849833148%,,,
1502,Maryland,MD,08,H4MD08171,,Robin,Ficker,"Ficker, Robin",,R,4255,27.7397483538692%,,,,,,,
1503,Maryland,MD,08,H4MD08189,,Steve,Rosen,"Rosen, Steve",,R,2306,15.0335745485364%,,,,,,,
1504,Maryland,MD,08,,,,,,Party Votes:,R,15339,,,,,,,,
1505,Maryland,MD,08,,,,Scattered,Scattered,,W,,,,,483,0.16789488320356%,,,
1506,Maryland,MD,08,,,,,,District Votes:,,89775,,,,287680,,,,
1507,Maryland,MD,H,,,,,,House Votes:,,573520,,,,2255955,,,,
1508,Maryland,MD,S,S6MD00140,(I),Barbara A.,Mikulski,"Mikulski, Barbara A.",,D,408848,89.8811983925289%,,,1504691,64.7685094114411%,,,
1509,Maryland,MD,S,S4MD00178,,A. Robert,Kaufman,"Kaufman, A. Robert",,D,32127,7.06280392898284%,,,,,,,
1510,Maryland,MD,S,S0MD00218,,Sid,Altman,"Altman, Sid",,D,13901,3.0559976784882%,,,,,,,
1511,Maryland,MD,S,,,,,,Party Votes:,D,454876,,,,,,,,
1512,Maryland,MD,S,S4MD00152,,E.J. ,Pipkin,"Pipkin, E.J. ",,R,70229,50.5772208418854%,,,783055,33.7061264652849%,,,
1513,Maryland,MD,S,S8MD00229,,John ,Stafford,"Stafford, John ",,R,14661,10.5584962730906%,,,,,,,
1514,Maryland,MD,S,S4MD00210,,"Eileen ""Cookie Baker""",Martin,"Martin, Eileen ""Cookie Baker""",,R,11748,8.46062439235173%,,,,,,,
1515,Maryland,MD,S,S4MD00194,,Dorothy Corry ,Jennings ,"Jennings, Dorothy Corry ",,R,10401,7.49054769363725%,,,,,,,
1516,Maryland,MD,S,S4MD00160,,Earl S.,Gordon,"Gordon, Earl S.",,R,8233,5.92920672644125%,,,,,,,
1517,Maryland,MD,S,S4MD00228,,Gene,Zarwell ,"Zarwell, Gene ",,R,6865,4.94400633754636%,,,,,,,
1518,Maryland,MD,S,S4MD00186,,Ray,Bly,"Bly, Ray",,R/W,6244,4.49677721364013%,,,109,0.00469183874021117%,,,
1519,Maryland,MD,S,S4MD00202,,James A. ,Kodak,"Kodak, James A. ",,R,5328,3.83709625148536%,,,,,,,
1520,Maryland,MD,S,S0MD00200,,Corrogan R.,Vaughn,"Vaughn, Corrogan R.",,R,5146,3.70602426992186%,,,,,,,
1521,Maryland,MD,S,,,,,,Party Votes:,R,138855,,,,,,,,
1522,Maryland,MD,S,S4MD00244,,Maria,Allwine,"Allwine, Maria",,GRN,,,,,24816,1.06818963465211%,,,
1523,Maryland,MD,S,S4MD00236,,Thomas,Trump,"Trump, Thomas",,CON,,,,,9009,0.38778692853727%,,,
1524,Maryland,MD,S,,,,Scattered,Scattered,,W,,,,,1252,0.0538915789242604%,,,
1525,Maryland,MD,S,S4MD00269,,"Robert, II",Gemmill,"Gemmill, Robert, II",,W,,,,,204,0.00878105599085393%,,,
1526,Maryland,MD,S,S4MD00251,,"Dennard A., Sr.",Gayle-El,"Gayle-El, Dennard A., Sr.",,W,,,,,47,0.00202308642926537%,,,
1527,Maryland,MD,S,,,,,,Senate Votes:,,593731,,,,2323183,,,,
1528,Maryland,MD,,,,,,,Total State Votes:,,1167251,,,,4579138,,,,
1529,Massachusetts,MA,01,H2MA01020,(I),John W.,Olver,"Olver, John W.",,D,35037,99.2662058023572%,,,229465,99.0153054839976%,,,
1530,Massachusetts,MA,01,,,,Scattered,Scattered,,W(D),259,0.733794197642792%,,,,,,,
1531,Massachusetts,MA,01,,,,,,Party Votes:,D,35296,,,,,,,,
1532,Massachusetts,MA,01,,,,Scattered,Scattered,,W,,,,,2282,0.984694516002365%,,,
1533,Massachusetts,MA,01,,,,Scattered,Scattered,,W(GR),31,100%,,,,,,,
1534,Massachusetts,MA,01,,,,,,Party Votes:,GR ,31,,,,,,,,
1535,Massachusetts,MA,01,,,,Scattered,Scattered,,W(LBT),22,100%,,,,,,,
1536,Massachusetts,MA,01,,,,,,Party Votes:,LBT,22,,,,,,,,
1537,Massachusetts,MA,01,,,,Scattered,Scattered,,W(R),675,50.561797752809%,,,,,,,
1538,Massachusetts,MA,01,,,Steven E.,Adam,"Adam, Steven E.",,W(R),660,49.438202247191%,,,,,,,
1539,Massachusetts,MA,01,,,,,,Party Votes:,R,1335,,,,,,,,
1540,Massachusetts,MA,01,,,,,,District Votes:,,36684,,,,231747,,,,
1541,Massachusetts,MA,02,H8MA02041,(I),Richard E.,Neal,"Neal, Richard E.",,D,29707,99.1356871120603%,,,217682,98.7291594854955%,,,
1542,Massachusetts,MA,02,,,,Scattered,Scattered,,W(D),259,0.864312887939665%,,,,,,,
1543,Massachusetts,MA,02,,,,,,Party Votes:,D,29966,,,,,,,,
1544,Massachusetts,MA,02,,,,Scattered,Scattered,,W,,,,,2802,1.27084051450445%,,,
1545,Massachusetts,MA,02,,,,Scattered,Scattered,,W(GR),14,100%,,,,,,,
1546,Massachusetts,MA,02,,,,,,Party Votes:,GR,14,,,,,,,,
1547,Massachusetts,MA,02,,,,Scattered,Scattered,,W(LBT),19,100%,,,,,,,
1548,Massachusetts,MA,02,,,,,,Party Votes:,LBT,19,,,,,,,,
1549,Massachusetts,MA,02,,,,Scattered,Scattered,,W(R),623,100%,,,,,,,
1550,Massachusetts,MA,02,,,,,,Party Votes:,R,623,,,,,,,,
1551,Massachusetts,MA,02,,,,,,District Votes:,,30622,,,,220484,,,,
1552,Massachusetts,MA,03,H4MA03022,(I),James P.,McGovern,"McGovern, James P.",,D,39014,99.1814114297336%,,,192036,70.4946918637945%,,,
1553,Massachusetts,MA,03,,,,Scattered,Scattered,,W(D),322,0.818588570266423%,,,,,,,
1554,Massachusetts,MA,03,,,,,,Party Votes:,D,39336,,,,,,,,
1555,Massachusetts,MA,03,H4MA03071,,Ronald A.,Crews,"Crews, Ronald A.",,R,8443,98.8410208382112%,,,80197,29.4395988429291%,,,
1556,Massachusetts,MA,03,,,,Scattered,Scattered,,W(R),99,1.15897916178881%,,,,,,,
1557,Massachusetts,MA,03,,,,,,Party Votes:,R,8542,,,,,,,,
1558,Massachusetts,MA,03,,,,Scattered,Scattered,,W,,,,,179,0.0657092932763608%,,,
1559,Massachusetts,MA,03,,,,Scattered,Scattered,,W(GR),7,100%,,,,,,,
1560,Massachusetts,MA,03,,,,,,Party Votes:,GR,7,,,,,,,,
1561,Massachusetts,MA,03,,,,Scattered,Scattered,,W(LBT),5,100%,,,,,,,
1562,Massachusetts,MA,03,,,,,,Party Votes:,LBT,5,,,,,,,,
1563,Massachusetts,MA,03,,,,,,District Votes:,,47890,,,,272412,,,,
1564,Massachusetts,MA,04,H0MA04036,(I),Barney,Frank,"Frank, Barney",,D,22019,99.3099404654519%,,,219260,77.7410216317602%,,,
1565,Massachusetts,MA,04,,,,Scattered,Scattered,,W(D),153,0.690059534548079%,,,,,,,
1566,Massachusetts,MA,04,,,,,,Party Votes:,D,22172,,,,,,,,
1567,Massachusetts,MA,04,H4MA00010,,Charles A.,Morse,"Morse, Charles A.",,I,,,,,62293,22.0866617737263%,,,
1568,Massachusetts,MA,04,,,,Scattered,Scattered,,W,,,,,486,0.172316594513525%,,,
1569,Massachusetts,MA,04,,,,Scattered,Scattered,,W(GR),3,100%,,,,,,,
